Day,Time,Hour,Location,Address,Region,Types
Sunday,18:30,18,St Mark's Roman Catholic Church,2609 E 19th St,Sheepshead Bay,Beginner
Sunday,18:30,18,St Mary's Church,1836 E Main St,Mohegan Lake,"Step Meeting, Wheelchair Access"
Sunday,18:30,18,St Mary's Church,1836 E Main St,Mohegan Lake,"Discussion, Open, Wheelchair Access"
Sunday,18:30,18,St William the Abbot Church,2001 Jackson Ave,Nassau County,"Step Meeting, Wheelchair Access"
Sunday,18:30,18,Wesley United Methodist Church,619 Fenworth Blvd,Nassau County,"Beginner, Wheelchair Access"
Sunday,18:45,18,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"Closed, LGBTQ, Meditation, Speaker, Step Meeting"
Sunday,18:45,18,Old First Church,125 Main St,Suffolk County,"Closed, Literature"
Sunday,18:45,18,St Michael's Church,13676 41st Rd,Flushing,Beginner
Sunday,18:45,18,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Beginner, Living Sober"
Sunday,19:00,19,1 East Post Road,1 E Post Rd,White Plains,"Closed, Wheelchair Access"
Sunday,19:00,19,38-21 99th Street,38-21 99th St,Corona,"Open, Spanish"
Sunday,19:00,19,90-05 175th Street,90-5 175th St,Jamaica,"Open, Spanish"
Sunday,19:00,19,All Saints Ukrainian Orthodox Church,206 E 11th St,East Village,"Closed, Literature"
Sunday,19:00,19,All Souls Presbyterian Church,55 Parkway Dr,Port Chester,"Closed, Women"
Sunday,19:00,19,Asbury Methodist Church,167 Scarsdale Rd,Tuckahoe,Step Meeting
Sunday,19:00,19,Atmananda Yoga Center,112 E 23rd St,East Village,"Closed, Meditation"
Sunday,19:00,19,Bethany Lutheran Church,1037 72nd St,Dyker Heights,"Closed, Daily Reflections, Meditation"
Sunday,19:00,19,Briarcliff Congregational Church Parish House,30 S State Rd,Briarcliff,"Step Meeting, Women"
Sunday,19:00,19,Briarcliff Congregational Church Parish House,30 S State Rd,Briarcliff,"Closed, Men"
Sunday,19:00,19,Briarcliff Congregational Church Parish House,30 S State Rd,Briarcliff,Closed
Sunday,19:00,19,Christ Church,5030 Henry Hudson Pkwy,Riverdale,"Discussion, Open, Wheelchair Access"
Sunday,19:00,19,Christ Church,5030 Henry Hudson Pkwy,Riverdale,"Closed, Meditation, Wheelchair Access"
Sunday,19:00,19,Christ Church,5030 Henry Hudson Pkwy,Riverdale,"Step Meeting, Wheelchair Access"
Sunday,19:00,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Big Book, Wheelchair Access"
Sunday,19:00,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Closed, Wheelchair Access"
Sunday,19:00,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Closed, Wheelchair Access, Young People"
Sunday,19:00,19,Community United Methodist Church,75-27 Metropolitan Ave,Middle Village,Closed
Sunday,19:00,19,First Presbyterian Church of Mahopac,411 NY-6N,Putnam and Dutchess Counties,"Big Book, Wheelchair Access"
Sunday,19:00,19,Greenpoint Reformed Church,136 Milton St,Greenpoint,"Discussion, Open"
Sunday,19:00,19,Holy Family Church Rectory,2158 Watson Ave,Soundview,"Beginner, Big Book, Closed, Literature, Step Meeting, Tradition Study, Wheelchair Access"
Sunday,19:00,19,Immanuel Lutheran Church,1296 Lexington Ave,Yorkville/Carnegie Hill,Closed
Sunday,19:00,19,Jamaica Hospital,8900 Van Wyck Expy,Richmond Hill,"Open, Wheelchair Access"
Sunday,19:00,19,Kingsbridge Evangelical Lutheran Church,3130 Bailey Ave,Kingsbridge,Beginner
Sunday,19:00,19,North Central Bronx Hospital,3424 Kossuth Ave,Williamsbridge,"Closed, Wheelchair Access"
Sunday,19:00,19,Norwalk United Methodist Church,718 West Ave,Connecticut,"Open, Wheelchair Access"
Sunday,19:00,19,Old First Reformed Church,729 Carroll St,Park Slope,Big Book
Sunday,19:00,19,Olivet Presbyterian Church,97 Myrtle Ave,West New Brighton,"Closed, Speaker, Wheelchair Access"
Sunday,19:00,19,Our Lady of Fatima School,25-38 80th St,Jackson Heights,
Sunday,19:00,19,Our Lady of Mercy Convent,500 S Oyster Bay Rd,Nassau County,Closed
Sunday,19:00,19,Our Lady of Victory Church,163 MacDonough St,Bedford Stuyvesant,Big Book
Sunday,19:00,19,Our Savior Lutheran School,1734 Williamsbridge Rd,Westchester,"Child-Friendly, Open, Step Meeting, Wheelchair Access"
Sunday,19:00,19,Patterson Baptist Church,595 NY-311,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Sunday,19:00,19,Pilgrim Congregational Church,102-35 89th Ave,Richmond Hill,"Step Meeting, Wheelchair Access"
Sunday,19:00,19,Pilgrim Congregational Church,102-35 89th Ave,Richmond Hill,"Beginner, Wheelchair Access"
Sunday,19:00,19,Sacred Heart Chapel,137 Stage Rd,Orange County,"Closed, Men, Wheelchair Access"
Sunday,19:00,19,Sacred Heart Church,414 Haviland Dr,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Sunday,19:00,19,Sacred Heart Elementary/High School,34 Convent Ave,Yonkers,"Step Meeting, Wheelchair Access"
Sunday,19:00,19,Sacred Heart School,216-01 38th Ave,Bayside,Open
Sunday,19:00,19,Salvation Army Adult Rehabilitation Center,62 Hanson Pl,Pratt (Fort Green),"Beginner, Closed, Speaker, Wheelchair Access"
Sunday,19:00,19,Santa Maria School,1510 Zerega Ave,Parkchester,Open
Sunday,19:00,19,Scarborough Presbyterian Church,655 Scarborough Rd,Briarcliff,"Open, Wheelchair Access"
Sunday,19:00,19,SRO Building,109 W 129th St,West Harlem,"Beginner, Wheelchair Access"
Sunday,19:00,19,St Augustine's School,111 Larchmont Ave,Larchmont,Open
Sunday,19:00,19,St Christopher's Church,3094 Albany Post Rd,Montrose,Beginner
Sunday,19:00,19,St Christopher's Church,3094 Albany Post Rd,Montrose,"Closed, Step Meeting"
Sunday,19:00,19,St Columbanus Church,122 Oregon Rd,Peekskill,"Beginner, Wheelchair Access"
Sunday,19:00,19,St Francis Di Paulo Catholic Church Auditorium,200 Woodpoint Rd,Williamsburg,"Discussion, Open, Wheelchair Access"
Sunday,19:00,19,St Gregory's Convent,88-19 Cross Island Pkwy,Bellerose,Open
Sunday,19:00,19,St Ignatius Church,552 West End Ave,Upper West Side,"Beginner, Closed"
Sunday,19:00,19,St James Evangelical Lutheran Church,2776 Gerritsen Ave,Homecrest,Open
Sunday,19:00,19,St John's Episcopal Church,224 Waverly Pl,Greenwich Village,"LGBTQ, Open"
Sunday,19:00,19,St John's Episcopal Church,149-19 Sanford Ave,Flushing,Beginner
Sunday,19:00,19,St Mark's Church,105 Randall Rd,Suffolk County,Step Meeting
Sunday,19:00,19,St Mark's Episcopal Church,1373 Nepperhan Ave,Yonkers,Beginner
Sunday,19:00,19,St Patrick's Church,188 Church Pl,Yorktown Heights,"Open, Wheelchair Access"
Sunday,19:00,19,Unitarian Universalist Fellowship,6 Orchard St,Orange County,"Closed, Wheelchair Access"
Sunday,19:00,19,Unitarian Universalist Fellowship,6 Orchard St,Orange County,"Step Meeting, Wheelchair Access"
Sunday,19:00,19,United Methodist Church,35 Middle Neck Rd,Nassau County,Closed
Sunday,19:00,19,VA Hospital,423 E 23rd St,Gramercy Park,"Discussion, Open, Speaker, Wheelchair Access"
Sunday,19:00,19,VFW Hall,65 Lake Rd,Rockland County,"Big Book, Wheelchair Access"
Sunday,19:15,19,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,"Closed, Meditation, Step Meeting"
Sunday,19:15,19,St James Episcopal Church,865 Madison Ave,Upper East Side,"Beginner, Open, Young People"
Sunday,19:15,19,St John's Lutheran Church,122 Fenimore Rd,Mamaroneck,Closed
Sunday,19:15,19,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,Big Book
Sunday,19:15,19,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,Beginner
Sunday,19:30,19,1st Congregational Church,320 Beach 94th Street,Rockaway Park,Closed
Sunday,19:30,19,Admiral Farragut American Legion Post 1195,215 Farragut Ave,Hastings-On-Hudson,Open
Sunday,19:30,19,Atonement Lutheran Church,71 Central Hwy,Rockland County,"Closed, Wheelchair Access"
Sunday,19:30,19,Church in the Garden,99-50 Ascan Ave,Forest Hills,"Closed, Literature"
Sunday,19:30,19,Church in the Garden,99-50 Ascan Ave,Forest Hills,"Closed, Discussion"
Sunday,19:30,19,Fellowship Hall,2021 Albany Post Rd,Croton-On-Hudson,"Beginner, Wheelchair Access"
Sunday,19:30,19,Fort Awesome,735 Anderson Hill Rd,Harrison,"Beginner, Open, Young People"
Sunday,19:30,19,Garden City Community Church,245 Stewart Ave,Nassau County,"Closed, Young People"
Sunday,19:30,19,Garden City Community Church,245 Stewart Ave,Nassau County,Closed
Sunday,19:30,19,Grace Van Vorst Church,39 Erie St,New Jersey,"Discussion, Open"
Sunday,19:30,19,Harrison Senior Center,216 Halstead Ave,Harrison,"Step Meeting, Wheelchair Access"
Sunday,19:30,19,Holy Trinity Church,20 Cumming St,Inwood,"Closed,"
Sunday,19:30,19,House of Hope Presbyterian Church,84-54 248th St,Bellerose,Closed
Sunday,19:30,19,Larchmont Temple-Blum Building,24 Willow Ave,Larchmont,"Closed, Women"
Sunday,19:30,19,Long Beach Ice Arena,150 W Bay Dr,Nassau County,Big Book
Sunday,19:30,19,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Closed, Discussion, Wheelchair Access"
Sunday,19:30,19,Our Lady of Lourdes Church Rectory,65 Wright Ave,Nassau County,Closed
Sunday,19:30,19,Reformed Church of the Comforter,26 Wynkoop Pl,"Sullivan, Green, and Ulster Counties",Open
Sunday,19:30,19,South Side Hospital,301 E Main St,Suffolk County,"Discussion, Open, Wheelchair Access"
Sunday,19:30,19,St Alban's Episcopal Church,76 Old Amboy Rd,Eltingville,Open
Sunday,19:30,19,St Albans Veterans Hosp,1875 Linden Blvd,St. Albans,"Open, Wheelchair Access"
Sunday,19:30,19,St Anthony's School,110 Anchor Ave,Nassau County,"Closed, Wheelchair Access"
Sunday,19:30,19,St Ignatius Loyola School,48 E 84th St,Upper East Side,"Step Meeting, Wheelchair Access"
Sunday,19:30,19,St. James Church,4526 Albany Post Rd,Putnam and Dutchess Counties,"Beginner, Big Book, Open, Step Meeting, Wheelchair Access"
Sunday,19:30,19,St John's Lutheran Church,281 Prospect Ave,Park Slope,"Child-Friendly, Open, Wheelchair Access"
Sunday,19:30,19,St. Marks Church,7 St Marks Pl,Yonkers,Step Meeting
Sunday,19:30,19,St Mary's Star of the Sea,19-20 New Haven Ave,Far Rockaway,Big Book
Sunday,19:30,19,St Thomas Episcopal Church,168 Boston Post Rd,Mamaroneck,Open
Sunday,19:30,19,Stony Point Presbyterian Church,125 W Main St,Rockland County,Beginner
Sunday,19:30,19,Sure Foundation Lutheran Church,64-20 Roosevelt Ave,Woodside,"Closed, Wheelchair Access"
Sunday,19:30,19,Sure Foundation Lutheran Church,64-20 Roosevelt Ave,Woodside,"Step Meeting, Wheelchair Access"
Sunday,19:30,19,Twelfth Street Workshop,411 E 12th St,East Village,"Meditation, Step Meeting"
Sunday,19:45,19,First Presbyterian Church of Whitestone,15-43 149th St,Whitestone,"Closed, Literature, Meditation"
Sunday,19:45,19,Reformed Church of the Tarrytowns,42 Broadway,Tarrytown,Beginner
Sunday,19:45,19,United Methodist Church,134 I U Willets Rd,Nassau County,Beginner
Sunday,20:00,20,220 W Houston St,220 W Houston St,Greenwich Village,Big Book
Sunday,20:00,20,284 New Main St,284 New Main St,Yonkers,"Discussion, Open, Spanish"
Sunday,20:00,20,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"Big Book, LGBTQ"
Sunday,20:00,20,74 East 17th Street,74 E 17th St,Flatbush,"Discussion, Open, Spanish"
Sunday,20:00,20,Bay Park Center for Nursing & Rehabilitation,801 Co Op City Blvd,Co-Op City,"Discussion, Open, Wheelchair Access"
Sunday,20:00,20,Christ Church,7301 Ridge Blvd,Bay Ridge,Step Meeting
Sunday,20:00,20,Christ Lutheran Church,117 Carleton Ave,Suffolk County,Beginner
Sunday,20:00,20,Church of the Advent,555 Advent St,Nassau County,Open
Sunday,20:00,20,Cure' of Ars School,2323 Merrick Ave,Nassau County,Step Meeting
Sunday,20:00,20,El Paraiso AA,376 50th St,Sunset Park,Spanish
Sunday,20:00,20,First Congregational Church,210 Orchard Ridge Rd,Chappaqua,"Step Meeting, Wheelchair Access"
Sunday,20:00,20,First Congregational Church,210 Orchard Ridge Rd,Chappaqua,"Beginner, Wheelchair Access"
Sunday,20:00,20,First Congregational Church,210 Orchard Ridge Rd,Chappaqua,"Closed, Wheelchair Access"
Sunday,20:00,20,First Congregational Church,210 Orchard Ridge Rd,Chappaqua,"Big Book, Wheelchair Access"
Sunday,20:00,20,First Evangelical Lutheran Church,325 Mill St,Putnam and Dutchess Counties,Open
Sunday,20:00,20,First Presbyterian Church,31 Bedford Rd,Katonah,"Closed, Wheelchair Access"
Sunday,20:00,20,Good Shepherd Lutheran Church,112 N Main St,Rockland County,"Open, Wheelchair Access"
Sunday,20:00,20,Grace Lutheran Church,925 Fifth Avenue,New Jersey,Closed
Sunday,20:00,20,Greenville Community Church,270 Ardsley Rd,Scarsdale,"Closed, Men, Wheelchair Access"
Sunday,20:00,20,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,Open
Sunday,20:00,20,Old First Church,125 Main St,Suffolk County,Closed
Sunday,20:00,20,Our Lady of Good Council School,42 Austin Pl,Stapleton,"Open, Spanish"
Sunday,20:00,20,St Bernard's School,3100 Hempstead Turnpike,Nassau County,Closed
Sunday,20:00,20,St Francis de Sales School,219 Beach 129th St,Rockaway Park,Open
Sunday,20:00,20,St Joseph's Church,15 Cedar St,Bronxville,Closed
Sunday,20:00,20,St Mary's Church,1 Chestnut St,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Sunday,20:00,20,St Michael's Church,13676 41st Rd,Flushing,Open
Sunday,20:00,20,St Monica's Church,413 E 79th St,Upper East Side,"Closed, Discussion"
Sunday,20:00,20,St Paul the Apostle Catholic Church,602 McLean Ave,Yonkers,Open
Sunday,20:00,20,St William the Abbot Church,2001 Jackson Ave,Nassau County,"Open, Wheelchair Access"
Sunday,20:00,20,Trinity Church,130 Main St,Suffolk County,"Open, Wheelchair Access"
Sunday,20:00,20,Wesley United Methodist Church,619 Fenworth Blvd,Nassau County,"Open, Wheelchair Access"
Sunday,20:15,20,Asbury Methodist Church,167 Scarsdale Rd,Tuckahoe,Closed
Sunday,20:15,20,Our Lady Star of the Sea Church Rectory,5371 Amboy Rd,Eltingville,Beginner
Sunday,20:15,20,Patterson Baptist Church,595 NY-311,Putnam and Dutchess Counties,"Beginner, Closed, Wheelchair Access"
Sunday,20:15,20,"Pratt Institute, South Hall",219 Ryerson St,Pratt (Fort Green),"Big Book, Closed"
Sunday,20:15,20,Sacred Heart Church,414 Haviland Dr,Putnam and Dutchess Counties,"Beginner, Wheelchair Access"
Sunday,20:30,20,Our Lady of Victory Church,163 MacDonough St,Bedford Stuyvesant,Open
Sunday,20:30,20,Park Slope United Methodist Church,410 6th Ave,Park Slope,Step Meeting
Sunday,20:30,20,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Sunday,20:30,20,Seafarers & Intl House,123 E 15th St,East Village,"Open, Wheelchair Access"
Sunday,20:30,20,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,Closed
Sunday,20:30,20,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,Step Meeting
Sunday,21:00,21,New Dorp Moravian Church,2205 Richmond Rd,"New Dorp, Oakwood, Oakwood Heights",Step Meeting
Sunday,21:00,21,United Methodist Church,134 I U Willets Rd,Nassau County,Open
Sunday,21:15,21,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"Closed, Step Meeting"
Sunday,21:30,21,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,Closed
Sunday,22:00,22,220 W Houston St,220 W Houston St,Greenwich Village,Closed
Sunday,22:00,22,Holy Name Church,207 W 96th St,Upper West Side,"Closed, Tradition Study"
Sunday,22:00,22,St Monica's Church,413 E 79th St,Upper East Side,Closed
Sunday,22:30,22,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,Closed
Sunday,22:30,22,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Sunday,0:00,0,1st Congregational Church,320 Beach 94th Street,Rockaway Park,Closed
Sunday,0:00,0,220 W Houston St,220 W Houston St,Greenwich Village,Step Meeting
Sunday,0:00,0,St Simon's Episcopal Church,1055 Richmond Rd,Stapleton,Closed
Monday,2:00,2,220 W Houston St,220 W Houston St,Greenwich Village,"Candlelight, Discussion, Open"
Monday,6:00,6,Holy Name Church,207 W 96th St,Upper West Side,"Discussion, Literature, Open"
Monday,6:00,6,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Monday,6:00,6,St Monica's Church,413 E 79th St,Upper East Side,"Closed, Literature"
Monday,6:30,6,St John's Lutheran Church,75 E Olive St,Nassau County,Step Meeting
Monday,6:30,6,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Closed, Discussion, Wheelchair Access"
Monday,6:45,6,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Closed, Wheelchair Access"
Monday,6:45,6,St John the Evangelist Roman Catholic Church,25 Ocean Ave,Suffolk County,Closed
Monday,7:00,7,Aloysia Hall - Pace Law School,78 N Broadway,White Plains,"Closed, Wheelchair Access"
Monday,7:00,7,Hargrave House,111 W 71st St,Upper West Side,"Closed, Wheelchair Access"
Monday,7:00,7,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,Closed
Monday,7:00,7,Saint Mary's Episcopal Church,26 St Mary's Rd,Suffolk County,"Closed, Wheelchair Access"
Monday,7:00,7,St Patrick's Church,188 Church Pl,Yorktown Heights,"Closed, Wheelchair Access"
Monday,7:15,7,Bethel Church of the Nazarene,595 Classon Ave,Lefferts,"Closed, Literature"
Monday,7:15,7,Holy Name Church,207 W 96th St,Upper West Side,Closed
Monday,7:15,7,Immanuel Lutheran Church,1296 Lexington Ave,Yorkville/Carnegie Hill,Big Book
Monday,7:15,7,Our Lady of Mount Carmel Church,275 N 8th St,Williamsburg,"Big Book, Closed"
Monday,7:15,7,St Francis Xavier,752 President St,Park Slope,Closed
Monday,7:15,7,St Monica's Church,413 E 79th St,Upper East Side,Closed
Monday,7:15,7,St Paul's Rectory,199 Carroll St,Brooklyn Heights,Beginner
Monday,7:30,7,30 East 35th Street,30 E 35th St,Kip's Bay/Murray Hill,"Big Book, Open"
Monday,7:30,7,Church of the Ascension Parish House,12 W 11th St,Greenwich Village,"Beginner, Speaker"
Monday,7:30,7,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Closed
Monday,7:30,7,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Closed
Monday,7:30,7,Old Whalers Presbyterian Church,44 Union St,Suffolk County,"Open, Wheelchair Access"
Monday,7:30,7,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Monday,7:30,7,Pilgrim Baptist Church,80 N Franklin St,Rockland County,"Step Meeting, Wheelchair Access"
Monday,7:30,7,St Anthony's of Padua,154 Sullivan St,Soho,Big Book
Monday,7:30,7,St John's Lutheran Church,81 Christopher St,Greenwich Village,"Big Book, Open, Wheelchair Access"
Monday,7:30,7,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Step Meeting, Wheelchair Access"
Monday,7:30,7,St Mary the Virgin Church,133 W 46th St,Hell's Kitchen,"Closed, Literature"
Monday,7:30,7,St Peter's Lutheran Church @ Citicorp Center,619 Lexington Ave,East 50th to 60th Street,"Step Meeting, Wheelchair Access"
Monday,7:30,7,Twelfth Street Workshop,411 E 12th St,East Village,"Discussion, Open"
Monday,7:30,7,Zion Evangelical Lutheran Church,125 Henry St,Brooklyn Heights,Closed
Monday,8:00,8,Holland House,351 W 42nd St,Hell's Kitchen,"Closed, Step Meeting, Wheelchair Access"
Monday,8:00,8,St Peters Episcopal Church-Rectory,346 W 20th St,Chelsea,"Discussion, Open"
Monday,8:15,8,Grace Church Office Building,802 Broadway,East Village,"Meditation, Open"
Monday,8:15,8,Hargrave House,111 W 71st St,Upper West Side,"Closed, Wheelchair Access"
Monday,8:30,8,Bedford Park Congregational Church,3008 Bainbridge Ave,Fordham,Closed
Monday,8:30,8,Office Building 95,95 Croton Ave,Ossining,"Closed, Discussion, Step Meeting"
Monday,8:45,8,Holy Name Church,207 W 96th St,Upper West Side,Beginner
Monday,9:00,9,Church of the Holy Apostles,612 Greenwood Ave,Kensington,"Closed, Discussion, Meditation, Speaker"
Monday,9:00,9,Our Lady of Mount Carmel Church,275 N 8th St,Williamsburg,"Literature, Open"
Monday,9:00,9,Perry Street Workshop,50 Perry St,Greenwich Village,"Discussion, Open"
Monday,9:00,9,Saint Barnabas Considine Parish Center,409 E 241st St,Woodlawn,"Step Meeting, Tradition Study"
Monday,9:30,9,First Presbyterian Church,136 Stage Rd,Orange County,"Closed, Literature"
Monday,9:30,9,Jan Hus Church,351 E 74th St,Upper East Side,"Discussion, Literature, Open"
Monday,9:30,9,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,"Closed, Literature"
Monday,9:30,9,St Stephen's Church,50 Bedford Rd,Armonk,"Big Book, Wheelchair Access"
Monday,10:00,10,67 Mill Street,67 Mill St,Orange County,"Discussion, Open"
